RESOLVE,Conf,Type,SFR,mu-delta,NNdist-kd,NNdist-proj,F16,21cm,Simbad,NED,ra,dec
rs1431,,,0.04864413,6.49654627,2.7101123,1.64740002,0,2,Simbad,NED,151.4295,1.6153
rs1432,2,2,0.08539574,7.43582344,1.41584307,1.398,0,2,Simbad,NED,152.7584,3.5746
rs1433,,,0.08914728,6.96699524,1.24019108,0.29484999,0,2,Simbad,NED,156.496,0.5128
rs1434,2,2,0.11250576,6.76531744,0.77118224,0.44843999,0,1,Simbad,NED,156.9588,2.5041
rs1435,,,0.01111551,7.12031555,0.09592097,0.094864,0,1,Simbad,NED,159.633,0.0967
rs1436,,,0.01668121,7.21628618,1.52114573,1.41439998,0,1,Simbad,NED,159.6846,3.8993
rs1437,,,0.034035,6.88476419,1.06642909,0.43520999,0,2,Simbad,NED,168.2578,4.0384
rs1438,1,1,0.05004311,7.94079876,0.90759278,0.35376,0,2,Simbad,NED,168.9721,4.3786
rs1439,,,0.05385838,8.55202484,1.08622871,0.064474,0,2,Simbad,NED,169.0428,3.5344
rs1440,,,0.18268791,6.5957222,1.20179457,0.98909003,0,2,Simbad,NED,170.0688,0.7045
rs1441,,,0.00991959,6.96385527,1.35710238,0.59527999,0,1,Simbad,NED,173.4203,2.2507
rs1442,,,0.00075754,7.41635036,2.22909198,0.73541999,0,1,Simbad,NED,173.4828,1.0331
rs1443,,,0.13506664,7.38927269,0.35656063,0.26477,0,2,Simbad,NED,174.2541,3.4388
rs1444,,,0.01754782,6.77173567,0.69906224,0.32172999,0,1,Simbad,NED,177.8848,2.4102
rs1445,2,2,0.08168035,7.25999403,0.35894157,0.20218,0,2,Simbad,NED,180.6956,2.4008
rs1446,,,0.14533982,7.70213461,4.09591504,2.93490005,0,2,Simbad,NED,183.8728,2.7613
rs1447,,,0.0746006,6.45249653,1.21224222,0.70603001,0,2,Simbad,NED,185.3295,3.7876
rs1448,,,0.09485369,7.13574362,0.21892234,0.21749,0,2,Simbad,NED,186.1098,1.7725
rs1449,,,0.05451112,7.37997246,2.29040752,2.07690001,0,1,Simbad,NED,187.7509,0.2653
rs1450,,,0.02712825,6.96319723,2.28496667,1.58270001,0,2,Simbad,NED,188.8259,1.3832
rs1451,,,0.14992674,7.5934763,0.35862462,0.31547001,0,2,Simbad,NED,192.0318,3.6333
rs1452,,,4.053e-05,6.88895941,0.78721073,0.47312999,0,2,Simbad,NED,194.5696,4.1307
rs1453,,,0.02463321,8.40789318,1.61243528,0.97329998,0,2,Simbad,NED,200.6988,3.7794
rs1454,,,0.02656474,6.97620583,0.43635084,0.17669,0,1,Simbad,NED,204.5497,4.2409
rs1455,,,0.02083525,6.74676132,0.66905325,0.27928001,0,1,Simbad,NED,204.5765,3.9256
rs1456,,,0.0711154,8.66653824,0.36328144,0.33399999,0,2,Simbad,NED,205.2074,2.8178
rs1457,,,0.06454147,6.82287884,0.36328144,0.23374,0,2,Simbad,NED,205.3332,2.9656
rs1458,,,0.03506708,7.33609152,0.21368254,0.19902,0,1,Simbad,NED,206.1743,3.0473
rs1459,,,0.01791136,6.47190142,1.13558508,0.44960999,0,1,Simbad,NED,206.3765,1.2558
rs1460,,,0.06445083,6.70483971,0.97883346,0.49254999,0,2,Simbad,NED,208.4995,3.2323
rs1461,,,0.12123907,6.77134752,0.14327127,0.14359,0,2,Simbad,NED,208.7397,3.369
rs1462,,,0.22475827,7.36621475,1.86722301,1.64690006,0,2,Simbad,NED,209.7851,3.5114
rs1463,,,0.09759942,6.75136471,0.68173774,0.39798,0,2,Simbad,NED,210.8941,1.8584
rs1464,,,0.01108887,7.05980492,3.16375382,1.37750006,0,1,Simbad,NED,215.1405,4.6851
rs1465,,,0.00644293,8.38035011,4.01525787,2.38569999,0,1,Simbad,NED,132.0036,0.8165
rs1466,,,0.02244431,7.81062603,0.59122771,0.57622999,0,1,Simbad,NED,133.5799,1.9931
rs1467,,,0.01011339,7.1321516,1.46876696,0.91294998,0,1,Simbad,NED,134.5431,1.3432
rs1468,,,0.0055313,8.18480301,1.93522965,0.28586999,0,1,Simbad,NED,135.589,0.6822
rs1469,,,0.02022932,7.61256504,2.10204094,1.8951,0,1,Simbad,NED,136.4167,1.8575
rs1470,,,0.02804575,7.45204258,1.6692994,1.23049998,0,1,Simbad,NED,136.5226,0.2134
rs1471,,,0.00903122,7.46088362,0.82559177,0.78197002,0,1,Simbad,NED,137.1463,2.9022
rs1472,,,0.00248836,7.98996401,1.23414264,0.36478001,0,1,Simbad,NED,139.631,1.3344
rs1473,,,0.03277463,7.59076023,1.10740693,1.10780001,0,1,Simbad,NED,139.7082,1.0231
rs1474,,,0.01236443,7.73973656,0.15076235,0.15215001,0,1,Simbad,NED,139.7124,0.7775
rs1475,,,0.0040482,7.76565123,0.17268335,0.1489,0,1,Simbad,NED,140.0523,1.1523
rs1476,,,0.00315806,7.39873791,0.16045117,0.17143001,0,1,Simbad,NED,140.2569,0.9243
rs1477,,,0.02776504,7.56923103,0.42164947,0.32495001,0,1,Simbad,NED,140.4378,1.2413
rs1478,,,0.00961928,7.29589605,0.07457246,0.070815,0,1,Simbad,NED,140.7933,1.4532
rs1479,,,0.00637661,7.39156961,1.01862783,0.80150998,0,1,Simbad,NED,140.968,0.8158
rs1480,,,0.00320986,7.87663746,0.56370026,0.29225999,0,1,Simbad,NED,174.1955,0.3986
rs1481,,,0.00647401,7.39038467,1.0611037,0.36432999,0,1,Simbad,NED,174.7019,0.3012
rs1482,,,0.00270838,7.17062664,1.58063986,0.1112,0,1,Simbad,NED,175.8209,0.4806
rs1483,,,0.01363435,7.71023655,0.33051963,0.20460001,0,1,Simbad,NED,177.0394,0.112
rs1484,,,0.02310775,6.93534279,2.17342979,1.74049997,0,1,Simbad,NED,180.0132,0.3429
rs1485,,,0.00951317,7.63864803,0.17734921,0.19074,0,1,Simbad,NED,180.3924,1.4737
rs1486,,,0.00172883,8.14402294,0.30316353,0.18791001,0,1,Simbad,NED,180.451,1.7724
rs1487,,,0.02090463,7.17421389,0.8871595,0.69313997,0,1,Simbad,NED,180.98,0.5518
rs1488,,,0.00383068,7.74764347,0.0450746,0.11582,0,1,Simbad,NED,180.9963,1.8322
rs1489,,,0.00357149,8.38526917,0.10694012,0.12181,0,1,Simbad,NED,181.0468,1.7697
rs1490,,,0.00324319,7.6755743,0.03474286,0.035519,0,1,Simbad,NED,181.0546,1.691
rs1491,,,0.00174028,8.23101997,0.03610761,0.080107,0,1,Simbad,NED,181.0941,1.8673
rs1493,,,0.01914467,8.28680229,0.8871595,0.32326001,0,1,Simbad,NED,181.1721,0.0134
rs1494,,,0.00196805,7.70920849,0.14088179,0.10176,0,1,Simbad,NED,181.186,1.7126
rs1495,,,0.00136217,8.17744827,0.05357277,0.051647,0,1,Simbad,NED,181.1889,1.9203
rs1496,,,0.00179052,8.26443005,0.21783574,0.18976,0,1,Simbad,NED,181.1929,1.5012
rs1497,,,0.00156317,8.01328278,0.12755309,0.11387,0,1,Simbad,NED,181.203,1.6466
rs1498,,,0.00087924,8.73054123,0.10768538,0.094037,0,1,Simbad,NED,181.2426,1.7513
rs1499,,,0.00648258,8.40018749,0.05416585,0.04536,0,1,Simbad,NED,181.3419,1.8346
rs1500,,,0.01142465,7.82246923,0.16115737,0.17082,0,1,Simbad,NED,181.5265,1.6002
rs1501,,,0.00885658,7.6915741,0.20660719,0.33983001,0,1,Simbad,NED,181.6248,1.8279
rs1502,,,0.0045203,7.65936565,0.35131891,0.36544001,0,1,Simbad,NED,181.7834,1.0773
rs1503,,,0.01045514,7.34346151,0.22564199,0.31643999,0,1,Simbad,NED,181.8657,1.2976
rs1504,,,0.01430553,7.45164442,0.86584435,0.28343001,0,1,Simbad,NED,182.1418,1.2017
rs1505,,,0.00135339,7.57898283,0.67296929,0.17493001,0,1,Simbad,NED,182.5249,0.3098
rs1506,,,0.00451708,7.93981075,0.24938462,0.16927999,0,1,Simbad,NED,182.5307,0.4262
rs1507,,,0.00373965,8.21760368,0.01225713,0.012371,0,1,Simbad,NED,182.6414,0.6715
rs1508,,,0.01699386,7.79889965,0.22938463,0.22624999,0,1,Simbad,NED,182.7987,1.1208
rs1509,,,0.02403857,7.79034948,0.85709511,0.21375,0,1,Simbad,NED,182.8979,0.591
rs1510,0,0,0.02629354,7.24159908,0.10685319,0.1078,0,1,Simbad,NED,182.9272,1.3521
rs1511,,,0.00180573,7.80398893,0.78933942,0.17129,0,1,Simbad,NED,183.0482,0.1263
rs1512,,,0.02597583,6.04220438,1.78444721,0.96427,0,1,Simbad,NED,185.2601,0.0062
rs1513,,,0.01538914,7.41637135,1.54309014,1.05850005,0,1,Simbad,NED,185.9639,0.5147
rs1514,,,0.02337097,7.56206036,2.65645967,2.5624001,0,1,Simbad,NED,216.9574,1.4699
rs1515,,,0.00237439,7.22697926,3.37544811,2.54469991,0,1,Simbad,NED,217.2389,1.0684
rs1516,,,0.01203486,7.59741688,3.37544811,2.47880006,0,1,Simbad,NED,218.9125,1.152
rs1517,,,0.02791291,7.42627478,0.07842823,0.07919,0,1,Simbad,NED,222.8073,0.0282
rs1518,3,2,0.0269831,7.97147322,0.10903438,0.11329,0,2,Simbad,NED,139.99,0.8454
rf0001,,,0.10125589,8.00910378,2.22682904,1.45190001,1,1,Simbad,NED,0.0134,-1.1129
rf0514,,,0.07773865,9.90316105,0.08116443,0.081481,1,1,Simbad,NED,0.0186,-0.0834
rf0515,,,0.6971944,9.39006805,0.08116443,0.08222,1,2,Simbad,NED,0.0326,-0.0403
rf0516,,,0.03160304,7.78545475,2.22464659,1.426,1,0,Simbad,NED,0.7089,-0.5887
rf0002,0,0,0.01874132,9.50532436,2.47785381,2.35610008,1,2,Simbad,NED,1.1467,0.8486
rf0517,,,0.03085077,8.56908607,2.22464659,1.38810003,1,0,Simbad,NED,1.909,-0.3677
rf0518,0,0,0.04046096,8.32142639,3.40528158,1.25530005,1,1,Simbad,NED,2.2105,-1.1702
rf0003,1,2,0.03493618,9.27119541,4.26359202,2.1006,1,2,Simbad,NED,2.3154,0.8126
rf0005,0,0,0.09501838,9.95773697,1.05308095,0.87226999,1,2,Simbad,NED,3.0254,-0.4151
rf0519,,,0.01898775,7.23371887,1.05308095,0.87870002,1,1,Simbad,NED,3.4826,0.016
rf0006,0,0,0.03162303,8.78608131,1.90428577,0.24527,1,2,Simbad,NED,4.1918,-1.1082
rf0007,0,0,0.25391451,8.31830406,0.10463256,0.10628,1,2,Simbad,NED,4.2867,-0.958
rf0008,1,1,0.48506847,8.70793247,0.10463256,0.1015,1,2,Simbad,NED,4.3577,-0.9782
rf0009,2,1,0.0802444,8.13725567,1.13904386,0.16379,1,1,Simbad,NED,4.4165,0.5062
rf0010,3,1,0.18038303,7.97330666,0.01020655,0.0098622,1,1,Simbad,NED,4.4761,0.3296
rf0011,3,1,0.71872258,8.26436996,0.01020655,0.01005,1,2,Simbad,NED,4.4808,0.3353
rf0520,,,0.02117546,8.30910587,0.20974709,0.17411,1,1,Simbad,NED,4.5359,0.4781
rf0012,,,0.05634768,8.11002159,0.4054241,0.28475001,1,1,Simbad,NED,4.7535,0.6618
rf0521,,,0.00332564,7.42907715,0.4054241,0.2131,1,1,Simbad,NED,4.8128,0.9156
rf0522,,,0.00259119,8.18397045,0.63481102,0.21105,1,1,Simbad,NED,4.891,1.0491
rf0013,1,2,0.0997821,9.52734184,0.63481102,0.11883,1,2,Simbad,NED,4.9472,0.5907
rf0523,,,0.00507752,7.95491743,0.11110881,0.10661,1,1,Simbad,NED,4.997,0.7293
rf0014,0,0,0.04506008,7.52978134,0.11110881,0.11105,1,1,Simbad,NED,5.0072,0.6539
rf0524,0,0,0.05938653,7.63124037,0.75560102,0.28180999,1,1,Simbad,NED,5.0747,1.1145
rf0015,3,1,0.12653555,8.91632843,0.05923654,0.013382,1,2,Simbad,NED,5.1077,0.8266
rf0016,3,1,0.12847894,9.94187737,0.21083079,0.014405,1,2,Simbad,NED,5.1147,0.8335
rf0017,1,2,0.04903429,8.76672554,0.59938316,0.21932,1,1,Simbad,NED,5.1195,0.5411
rf0018,0,0,0.00674573,8.22808266,0.05923654,0.045847,1,2,Simbad,NED,5.1411,0.8565
rf0019,2,2,0.03729283,7.7776618,0.22760671,0.23085,1,1,Simbad,NED,5.2572,0.9926
rf0020,0,0,0.00550085,8.32942867,0.02920829,0.030274,1,1,Simbad,NED,5.2621,0.8335
rf0525,,,0.00184607,8.10796261,0.02920829,0.028981,1,1,Simbad,NED,5.2824,0.8317
rf0021,0,0,0.02622509,9.50891685,1.55374305,0.27239001,1,2,Simbad,NED,5.397,1.1655
rf0022,0,0,0.00674937,8.96976948,0.68380831,0.43169999,1,2,Simbad,NED,5.4409,0.5576
rf0526,,,0.01380718,7.99654579,0.84855665,0.25835001,1,1,Simbad,NED,5.5868,1.1263
rf0023,0,0,0.06046795,7.7980051,0.95777506,0.33390999,1,1,Simbad,NED,5.9486,-0.6614
rf0527,,,0.0215091,8.15835953,3.90363146,0.30522999,1,0,Simbad,NED,6.1214,-0.8294
rf0528,,,0.02678198,8.15936279,2.0488191,0.75480998,1,0,Simbad,NED,6.268,-1.0508
rf0529,,,0.02118598,7.42891598,0.95777506,0.62358999,1,0,Simbad,NED,6.3251,-1.2311
rf0530,,,0.12466971,8.9014473,1.37740431,1.17320001,1,1,Simbad,NED,6.3331,0.5255
rf0024,0,0,0.2699804,8.28062248,0.37513286,0.37496001,1,2,Simbad,NED,6.3934,0.8468
rf0025,0,0,0.27249265,7.70530891,0.11137456,0.1116,0,2,Simbad,NED,6.6043,1.0201
rf0531,,,0.03120658,7.43405151,0.11137456,0.11057,0,1,Simbad,NED,6.6369,1.0944
rf0026,,,0.0533152,8.68539047,0.59417019,0.30120999,1,1,Simbad,NED,6.9744,-0.9667
rf0027,,,0.03730954,7.15777683,0.59417019,0.30361,1,0,Simbad,NED,7.1395,-1.1799
rf0532,,,0.06100142,7.19772482,1.17421583,0.73575002,1,1,Simbad,NED,7.2011,-0.1676
rf0533,,,0.41917109,8.04341602,1.00287707,0.99061,1,2,Simbad,NED,7.41,0.4104
rf0028,1,1,0.05188693,7.88827133,0.23793706,0.23783,0,1,Simbad,NED,7.6825,-0.2994
rf0029,0,0,0.33712405,8.0534811,0.019696,0.019702,1,2,Simbad,NED,7.7174,0.5289
rf0534,,,0.01900923,7.48349476,0.019696,0.019555,1,1,Simbad,NED,7.7201,0.542
rf0030,,,0.25171718,9.2018919,0.14636847,0.14613999,1,2,Simbad,NED,7.7527,0.4356
rf0031,0,0,0.18453169,9.43346405,0.23793706,0.23616999,1,2,Simbad,NED,7.8004,-0.4073
rf0032,2,2,0.20940377,7.74653339,1.79383272,0.46915001,1,2,Simbad,NED,7.9306,0.9006
rf0535,4,1,0.14314137,6.98577023,2.42295904,0.32273,1,2,Simbad,NED,7.9481,0.5587
rf0033,2,1,0.13164559,7.51767254,0.96745261,0.90493,1,2,Simbad,NED,7.9583,-0.991
rf0536,,,0.29704666,7.93494987,0.70971348,0.69523001,1,2,Simbad,NED,8.3122,0.2014
rf0537,,,0.01951651,8.08286095,0.70971348,0.58802998,1,1,Simbad,NED,8.8726,0.532
rf0034,0,0,0.06064068,7.46287203,2.05333481,1.20920002,0,1,Simbad,NED,9.1263,-0.2872
rf0035,,,0.01518138,7.38807774,0.40598533,0.30908999,1,1,Simbad,NED,9.3702,0.2777
rf0538,,,0.01741118,7.95294762,0.18999918,0.19232,1,1,Simbad,NED,9.4215,0.5555
rf0539,,,0.01172254,8.43734741,0.18999918,0.18602,1,1,Simbad,NED,9.4993,0.7101
rf0036,,,0.00964646,8.25416279,0.27029883,0.27129,1,1,Simbad,NED,9.6684,1.1407
rf0540,,,0.40690935,9.48487377,0.05710763,0.056569,1,2,Simbad,NED,9.8059,0.8643
rf0541,,,0.00280706,9.15140343,0.03449695,0.034362,0,1,Simbad,NED,9.8144,0.9427
rf0542,,,0.15529005,10.19657993,0.03449695,0.034329,1,2,Simbad,NED,9.8244,0.9128
rf0037,,,1.09622204,8.33983231,0.09721649,0.099419,0,2,Simbad,NED,9.8954,0.86
rf0038,,,0.0039855,8.14452553,0.11708918,0.1147,1,1,Simbad,NED,9.9306,0.9606
rf0543,,,0.02658896,7.34068441,1.10230887,0.30164999,1,1,Simbad,NED,9.9442,0.0814
rf0039,,,0.01960206,7.49798918,0.49982371,0.32690001,1,1,Simbad,NED,10.019,0.0482
rf0040,0,0,0.15391172,8.39111519,0.80545841,0.31218001,1,2,Simbad,NED,10.1122,-0.0452
rf0041,,,0.00953216,7.9788518,0.49982371,0.33449,0,1,Simbad,NED,10.1133,0.3285
rf0042,1,1,0.17311674,7.62457275,0.03310166,0.03281,0,2,Simbad,NED,10.1465,-0.2935
rf0544,,,0.01905797,7.41339493,0.03310166,0.03384,1,0,Simbad,NED,10.1496,-0.2714
rf0043,0,0,1.20539045,8.46456623,0.05721158,0.057719,1,2,Simbad,NED,10.1579,-0.3303
rf0545,0,0,0.02744076,8.39243507,2.56855866,0.31355,1,1,Simbad,NED,10.2188,-0.525
rf0044,,,0.11584815,8.85723877,0.19918742,0.19938999,0,2,Simbad,NED,10.2477,0.7717
rf0045,0,0,0.05087422,8.45903397,0.19918742,0.19848,1,1,Simbad,NED,10.2681,0.9079
rf0046,,,0.01533594,7.72811413,1.4430492,0.25182,1,0,Simbad,NED,10.3722,-1.196
rf0047,0,0,0.00947627,8.90873528,0.15509178,0.15564001,1,2,Simbad,NED,10.4,1.0738
rf0048,,,0.21489975,8.20590591,0.06790517,0.068862,1,2,Simbad,NED,10.4083,0.2579
rf0049,0,0,0.14667132,7.9455266,0.06790517,0.06676,1,2,Simbad,NED,10.4174,0.209
rf0050,3,2,0.39959261,8.41505146,0.15509178,0.15561999,1,2,Simbad,NED,10.4424,1.1774
rf0546,2,1,0.11818745,7.85827732,0.00898932,0.0078902,1,1,Simbad,NED,10.4559,-1.0283
rf0051,0,0,0.03372284,7.9010129,0.00898932,0.0080133,1,1,Simbad,NED,10.46,-1.0238
rf0052,,,0.0098888,8.64555073,0.18752812,0.18657,1,2,Simbad,NED,10.5157,0.7191
rf0053,0,0,0.05083681,8.43995667,0.8860856,0.44082999,1,2,Simbad,NED,10.5385,-0.0878
rf0054,0,0,0.05810725,10.53419018,0.08564428,0.08693,1,2,Simbad,NED,10.5472,0.9046
rf0055,3,1,0.46810785,9.70506477,0.08564428,0.0852,1,2,Simbad,NED,10.5662,0.8454
rf0056,0,0,0.02600048,9.77877903,1.68824296,0.25612,1,2,Simbad,NED,10.6295,1.0772
rf0547,,,0.02279783,7.75642776,0.83299869,0.48671001,1,0,Simbad,NED,10.7107,-0.8152
rf0548,,,1.13647711,9.17677116,1.22505593,0.92500001,1,2,Simbad,NED,10.8663,-0.125
rf0549,,,0.01962342,7.53258276,0.9660473,0.49353001,1,0,Simbad,NED,10.8858,-0.0505
rf0057,2,1,0.66040808,8.29661179,0.4957218,0.47911999,1,2,Simbad,NED,10.9662,0.8018
rf0058,4,1,0.10862011,7.70628691,0.4957218,0.47986001,0,2,Simbad,NED,11.123,1.1086
rf0059,2,1,0.10316271,7.53237343,0.9660473,0.59524,1,2,Simbad,NED,11.1621,-0.3623
rf0550,,,0.42266959,7.96883059,1.22505593,1.18190002,0,1,Simbad,NED,11.3908,-1.1041
rf0551,,,0.03172172,7.2670331,1.4430492,0.57823998,1,0,Simbad,NED,11.3962,-1.2061
rf0060,0,0,0.11720637,7.78250408,2.81260197,2.16820002,0,2,Simbad,NED,11.6964,-0.7013
rf0061,0,0,0.06048761,7.71375656,1.77163935,0.62989002,1,1,Simbad,NED,11.8198,-1.1486
rf0552,,,0.0139517,6.98228359,0.68701998,0.63340002,1,1,Simbad,NED,12.2548,0.6697
rf0062,,,0.28573519,8.08569145,0.68701998,0.63120002,1,2,Simbad,NED,12.3989,1.1159
rf0063,2,1,0.19670017,8.69794083,0.76750721,0.32132,0,2,Simbad,NED,12.4678,0.9628
rf0553,,,0.0331073,7.33834219,0.12705002,0.1278,1,0,Simbad,NED,12.5509,-0.583
rf0064,1,1,0.08624092,7.71841383,0.12705002,0.12741999,0,1,Simbad,NED,12.6211,-0.5306
rf0065,0,0,0.08944515,7.60660458,0.75797976,0.31751999,0,2,Simbad,NED,12.715,0.8514
rf0066,0,0,0.08587658,8.29433155,0.75797976,0.44137001,1,1,Simbad,NED,12.956,0.5648
rf0554,,,0.01752657,7.82558298,0.98537959,0.44876999,1,0,Simbad,NED,13.5649,-1.0822
rf0067,,,0.03949629,7.34070969,2.42623086,0.45197001,1,1,Simbad,NED,13.6663,0.7555
rf0555,,,0.02514989,8.13802719,0.47182092,0.15962,1,0,Simbad,NED,13.9222,-0.9419
rf0068,,,0.04365293,7.209342,1.10999406,0.43843001,1,1,Simbad,NED,13.9374,0.5884
rf0070,,,0.02851873,8.21132374,1.34828666,0.54373997,1,0,Simbad,NED,14.5235,-0.8996
rf0556,,,0.01514372,7.58067799,0.05143731,0.050604,1,1,Simbad,NED,14.6669,0.5817
rf0071,0,0,1.44214392,8.8640089,0.05143731,0.050423,1,2,Simbad,NED,14.7036,0.5874
rf0072,3,2,0.24338029,7.48638439,0.04905596,0.049511,0,2,Simbad,NED,14.7314,1.0057
rf0073,0,0,0.1852434,8.70402145,0.04905596,0.049293,1,2,Simbad,NED,14.7672,1.0012
rf0557,,,0.01982539,7.53754187,1.34828666,0.38135999,0,0,Simbad,NED,14.918,-0.777
rf0074,0,0,0.83378577,7.87637806,0.94403032,0.24225999,1,2,Simbad,NED,14.9258,0.9168
rf0558,,,0.01596032,7.81302929,1.19261804,1.07249999,1,0,Simbad,NED,14.9855,-1.2219
rf0075,2,1,0.19732878,7.79579926,0.95311097,0.41060999,1,2,Simbad,NED,15.2091,-0.7313
rf0559,,,0.03530474,7.28983259,4.61701948,4.42019987,1,1,Simbad,NED,15.4572,0.4735
rf0076,0,0,0.03481296,8.24874401,1.31642422,0.98645002,1,1,Simbad,NED,15.504,0.5122
rf0077,0,0,0.17199062,8.13234234,0.63208851,0.193,1,1,Simbad,NED,15.6768,-0.7494
rf0078,0,0,0.00885098,9.85995483,0.13870997,0.13867,1,2,Simbad,NED,15.7246,-0.3197
rf0079,0,0,0.03878763,8.15233421,0.09163795,0.084753,0,1,Simbad,NED,15.7479,-0.6782
rf0080,2,2,0.04716728,9.81920624,0.81328586,0.40911999,1,2,Simbad,NED,15.7573,-1.1108
rf0081,,,0.01542369,8.70087433,0.09163795,0.088551,1,2,Simbad,NED,15.808,-0.7123
rf0560,,,0.00293826,8.42005539,0.13870997,0.13664,1,0,Simbad,NED,15.8221,-0.3409
rf0082,0,0,0.01899588,9.19126892,0.08116491,0.085591,1,2,Simbad,NED,15.8314,-0.5896
rf0083,0,0,0.07301844,7.77331114,0.08116491,0.082164,1,1,Simbad,NED,15.89,-0.6069
rf0084,0,0,0.30344975,7.67714405,0.10703392,0.10702,1,2,Simbad,NED,15.9119,-0.4907
rf0085,0,0,0.07271793,8.16196442,0.10965452,0.11179,1,2,Simbad,NED,15.9651,-0.3585
rf0086,0,0,0.00743109,9.08947945,0.10703392,0.10771,1,2,Simbad,NED,15.9751,-0.4406
rf0561,,,0.01546707,8.51301956,0.151906,0.15642001,1,0,Simbad,NED,15.9835,-0.673
rf0562,,,0.00269549,8.0177145,0.11587056,0.11476,1,0,Simbad,NED,15.9905,-0.8981
rf0087,0,0,0.03098792,9.91342735,0.15825931,0.15915,1,2,Simbad,NED,16.0305,-0.97
rf0088,1,2,0.02134273,8.1513319,0.0421891,0.043301,1,1,Simbad,NED,16.0371,-0.0955
rf0089,0,0,0.04985762,7.64278316,0.0421891,0.041262,1,1,Simbad,NED,16.0595,-0.1166
rf0090,0,0,0.00349412,8.46333504,0.02434087,0.07926,1,1,Simbad,NED,16.0604,-0.7803
rf0091,,,0.05622285,7.54988813,0.08385062,0.075855,1,1,Simbad,NED,16.0616,-0.8446
rf0092,0,0,0.14514685,8.64826488,0.05612666,0.054491,1,2,Simbad,NED,16.0632,-1.1141
rf0093,0,0,0.10000739,10.18932533,0.05612666,0.054207,1,2,Simbad,NED,16.07,-1.0749
rf0094,1,2,0.20453461,9.24441528,0.02434087,0.14489,1,2,Simbad,NED,16.0708,-0.7648
rf0563,,,0.00429616,8.55933285,0.14595403,0.14372,1,1,Simbad,NED,16.1093,-0.6596
rf0095,0,0,0.00791115,8.44525623,0.19453052,0.19599,1,2,Simbad,NED,16.1217,-0.4406
rf0564,,,0.00793068,7.95561457,0.04195901,0.042829,1,0,Simbad,NED,16.1495,-0.9182
rf0096,0,0,0.00897389,9.31070423,0.04195901,0.042921,1,2,Simbad,NED,16.1614,-0.8909
rf0097,1,2,0.10549019,9.73015976,0.13868081,0.13815001,1,2,Simbad,NED,16.1703,-0.8026
rf0098,0,0,0.07244141,8.76428509,0.06239883,0.064653,1,2,Simbad,NED,16.1731,-0.9556
rf0565,3,1,0.04431996,7.49549294,1.50490492,0.25240999,1,1,Simbad,NED,16.2055,-0.2881
rf0099,3,1,0.23460494,7.54884195,0.68202807,0.26952001,1,2,Simbad,NED,16.2162,-0.6478
rf0100,0,0,0.0088524,8.73817635,0.12582208,0.12419,1,2,Simbad,NED,16.2366,-0.906
rf0101,0,0,0.00449691,8.83303642,0.12582208,0.1309,1,1,Simbad,NED,16.2794,-0.8195
rf0102,0,0,0.14806217,7.70715189,1.19352411,0.31952,1,2,Simbad,NED,16.3284,-0.4609
rf0103,0,0,0.04758184,8.18792057,0.91010431,0.23774999,1,2,Simbad,NED,16.3727,-0.3443
rf0104,2,2,0.07593755,7.68064022,0.77481313,0.34110001,1,1,Simbad,NED,16.4755,-0.986
rf0105,0,0,0.07150075,8.2499361,0.81516147,0.29710999,1,1,Simbad,NED,16.4984,0.2691
rf0106,1,1,0.19616875,7.27172756,0.62488892,0.19977,1,2,Simbad,NED,16.5296,0.7763
rf0107,0,0,0.14853208,8.44564438,0.62488892,0.47194001,1,1,Simbad,NED,16.5977,0.3454
rf0108,0,0,0.02092227,8.42538738,0.81516147,0.094797,1,1,Simbad,NED,16.6166,0.65
rf0109,2,1,0.18756467,8.23815823,1.1782974,0.47194999,1,2,Simbad,NED,16.6397,-0.1336
rf0566,,,0.01241419,7.25331497,0.56522838,0.27382001,1,0,Simbad,NED,16.6448,-0.7667
rf0567,,,0.00974748,7.36776495,0.37307127,0.087346,1,1,Simbad,NED,16.6585,0.6979
rf0110,3,2,0.05379242,6.89515209,0.62098748,0.30294999,1,1,Simbad,NED,16.6954,0.2437
rf0111,4,1,0.1734775,7.95024443,0.05811094,0.057073,1,2,Simbad,NED,16.7125,-0.5704
rf0112,2,2,0.0460039,7.25572586,0.19364716,0.15949,1,1,Simbad,NED,16.7358,-0.7565
rf0568,0,0,0.0095856,7.33235216,0.05811094,0.057269,1,1,Simbad,NED,16.7476,-0.596
rf0569,,,0.03535207,7.7205286,0.62098748,0.44395,1,0,Simbad,NED,16.7663,-0.0361
rf0113,2,2,0.27775097,8.55663109,0.0644084,0.038488,1,2,Simbad,NED,16.7884,-0.6215
rf0570,,,0.0043014,8.52176762,1.15782074,0.040468,1,0,Simbad,NED,16.789,-0.6499
rf0571,0,0,0.00426528,8.112216,0.02535783,0.025271,1,2,Simbad,NED,16.8276,0.9341
rf0114,0,0,0.14370669,10.35915184,0.02535783,0.025145,1,2,Simbad,NED,16.8441,0.926
rf0115,0,0,0.01843341,8.5621891,0.01894985,0.019295,1,2,Simbad,NED,16.8476,0.8927
rf0572,0,0,0.0478651,6.97652531,0.09512314,0.094742,0,1,Simbad,NED,16.8483,1.0003
rf0573,,,0.00582176,8.11082458,0.01894985,0.019123,1,1,Simbad,NED,16.8613,0.8908
